timeExec, class, mops, benchmark, nNos, nCores
54.47
54.25
54.41
54.54
54.60
54.42
54.55
54.61
54.57
54.57
54.92
55.08
54.53
54.38
54.42
54.85
54.39
54.52
54.45
54.40
