timeExec, class, mops, benchmark, nNos, nCores
13.63
13.38
13.34
13.33
13.34
13.30
13.37
13.45
13.32
13.35
13.35
13.35
13.33
13.37
14.04
13.35
13.41
13.39
13.39
13.37
