timeExec, class, mops, benchmark, nNos, nCores
82.86
82.93
82.68
82.54
82.91
82.66
82.81
81.99
82.49
82.44
83.41
83.38
83.33
82.51
82.58
82.64
82.28
82.38
82.72
82.94
