timeExec, class, mops, benchmark, nNos, nCores
338.35
335.89
335.20
336.23
336.51
336.53
337.03
335.82
337.32
337.69
337.06
335.94
337.37
337.28
335.92
337.20
337.05
336.65
335.14
336.20
