timeExec, class, mops, benchmark, nNos, nCores
79.42
79.32
79.71
79.35
79.53
79.39
79.37
79.39
79.31
79.31
79.73
79.25
79.42
79.40
79.30
79.42
79.48
79.42
79.33
79.61
