timeExec, class, mops, benchmark, nNos, nCores
301.53
300.72
301.37
299.87
299.08
300.76
298.89
300.87
301.04
300.59
302.38
302.10
301.76
300.21
302.32
302.19
300.98
300.83
300.67
301.01
