timeExec, class, mops, benchmark, nNos, nCores
15.96
15.97
15.98
15.97
15.91
16.02
15.94
15.92
15.89
15.97
15.95
16.02
15.91
15.97
15.90
15.90
15.95
15.92
15.96
15.90
