timeExec, class, mops, benchmark, nNos, nCores
139.17
138.23
140.46
141.01
139.24
141.73
139.24
140.24
138.08
137.30
139.60
139.61
136.80
139.24
137.95
135.36
136.11
137.55
139.98
137.78
