timeExec, class, mops, benchmark, nNos, nCores
14.33
16.04
14.70
19.68
17.42
16.61
16.88
15.24
16.02
17.94
15.06
16.04
17.05
16.68
13.87
15.86
19.20
13.72
17.30
15.82
