timeExec, class, mops, benchmark, nNos, nCores
207.36
204.12
203.14
207.20
210.97
209.25
208.94
214.43
216.54
206.95
211.12
211.43
207.61
207.00
209.64
202.04
208.89
210.63
205.76
212.34
