timeExec, class, mops, benchmark, nNos, nCores
15.45
15.18
14.79
14.81
15.79
15.06
15.49
14.22
15.44
16.14
17.18
15.51
15.49
16.89
16.06
15.71
18.34
16.21
15.88
15.87
