timeExec, class, mops, benchmark, nNos, nCores
26.63
26.51
26.49
26.50
26.49
26.49
26.48
26.59
26.52
26.51
26.59
26.50
26.49
26.49
26.54
26.65
26.49
26.62
26.59
26.58
