timeExec, class, mops, benchmark, nNos, nCores
299.59
301.75
299.52
302.71
301.13
301.42
302.11
303.35
304.68
303.29
301.55
300.45
300.99
303.78
300.01
301.37
301.90
300.76
301.45
300.67
