timeExec, class, mops, benchmark, nNos, nCores
83.13
82.81
82.11
82.77
82.09
82.19
82.00
82.69
82.54
82.59
82.74
82.08
81.95
82.58
82.93
83.07
82.62
82.92
83.18
83.35
