timeExec, class, mops, benchmark, nNos, nCores
12.12
12.18
12.19
12.19
12.15
12.14
12.13
12.13
12.14
12.20
12.14
12.07
12.08
12.12
12.14
12.19
12.14
12.14
12.14
12.22
