timeExec, class, mops, benchmark, nNos, nCores
141.82
140.80
137.18
136.68
135.82
137.13
138.97
141.32
139.32
142.43
141.53
137.63
136.87
140.19
140.67
138.46
138.94
141.50
140.03
138.98
