timeExec, class, mops, benchmark, nNos, nCores
3.10
3.09
3.10
3.10
3.09
3.09
3.10
3.10
3.09
3.10
3.10
3.10
3.11
3.09
3.09
3.05
3.05
3.04
3.05
3.11
