timeExec, class, mops, benchmark, nNos, nCores
79.40
79.36
79.52
81.90
80.07
79.61
79.49
79.26
79.30
79.83
79.46
79.26
79.57
79.66
79.77
79.23
79.18
79.36
79.66
79.46
