timeExec, class, mops, benchmark, nNos, nCores
30.90
30.98
30.99
30.93
30.99
31.00
30.96
30.81
31.04
31.00
30.90
31.00
31.13
31.05
30.81
30.86
30.94
30.72
30.61
31.14
