timeExec, class, mops, benchmark, nNos, nCores
91.25
91.54
91.39
91.23
91.31
91.26
91.28
91.22
91.24
91.25
91.16
91.44
91.05
91.23
91.22
91.41
91.51
91.13
91.28
91.25
