timeExec, class, mops, benchmark, nNos, nCores
15.91
15.95
15.83
15.85
15.89
15.85
15.85
15.94
15.92
15.85
15.85
15.84
15.83
15.87
15.93
15.89
15.90
15.92
15.84
16.14
