timeExec, class, mops, benchmark, nNos, nCores
26.69
26.55
26.61
26.63
26.64
26.55
27.23
26.61
26.49
26.51
26.54
26.49
26.61
26.49
26.61
26.50
26.51
26.52
26.54
26.50
