timeExec, class, mops, benchmark, nNos, nCores
39.80
39.78
39.75
39.75
39.87
39.76
39.86
39.92
39.90
40.02
39.79
39.73
39.77
39.66
39.94
39.96
39.76
39.89
39.87
39.77
