timeExec, class, mops, benchmark, nNos, nCores
44.05
44.01
43.98
44.05
43.89
44.08
43.88
43.86
44.27
44.19
44.19
44.22
44.24
44.28
44.18
44.17
44.22
44.21
44.24
44.40
