timeExec, class, mops, benchmark, nNos, nCores
57.54
57.38
57.41
57.51
57.35
57.42
57.35
57.51
57.47
57.54
57.48
57.48
57.49
57.51
57.37
57.41
56.61
56.32
56.25
56.34
