timeExec, class, mops, benchmark, nNos, nCores
136.15
135.80
136.10
136.23
136.12
135.99
136.13
137.80
137.12
136.22
136.02
136.45
136.30
136.26
136.16
136.15
138.03
136.28
136.18
135.88
