timeExec, class, mops, benchmark, nNos, nCores
6.03
6.02
6.03
6.02
6.03
6.03
6.03
6.03
6.02
6.02
6.03
6.03
6.03
6.03
6.03
6.03
6.03
6.03
6.03
6.03
