timeExec, class, mops, benchmark, nNos, nCores
40.18
39.78
39.94
39.80
40.07
39.75
39.83
39.74
39.85
39.77
39.81
39.76
39.86
39.75
39.73
39.79
39.76
39.72
40.54
39.87
