timeExec, class, mops, benchmark, nNos, nCores
79.61
79.49
79.34
79.44
79.84
80.34
79.63
79.40
79.56
80.03
79.54
79.44
79.45
79.62
79.34
79.35
79.58
79.72
79.43
79.49
