timeExec, class, mops, benchmark, nNos, nCores
139.53
138.22
138.63
139.03
140.46
138.65
138.89
141.10
137.55
136.37
136.53
141.00
141.63
139.20
142.59
138.73
139.47
139.21
139.97
139.40
