timeExec, class, mops, benchmark, nNos, nCores
3.05
3.06
3.09
3.05
3.09
3.08
3.09
3.05
3.10
3.08
3.10
3.05
3.06
3.05
3.06
3.05
3.05
3.05
3.09
3.05
