timeExec, class, mops, benchmark, nNos, nCores
12.13
12.16
12.17
12.09
12.14
12.14
12.13
12.13
12.17
12.17
12.18
12.19
12.14
12.19
12.17
12.16
12.17
12.15
12.17
12.12
