timeExec, class, mops, benchmark, nNos, nCores
57.37
57.19
57.62
57.69
57.69
57.50
57.43
57.60
57.02
57.92
57.66
57.65
57.59
57.53
57.53
57.59
57.50
57.52
57.44
57.51
