timeExec, class, mops, benchmark, nNos, nCores
82.65
82.43
82.79
82.41
82.10
82.22
82.41
82.07
82.62
82.94
82.62
82.68
82.36
82.68
82.31
82.86
82.61
82.42
83.21
82.71
