timeExec, class, mops, benchmark, nNos, nCores
268.54
265.81
266.08
265.39
266.34
264.99
266.10
265.86
265.68
265.61
265.04
265.08
264.84
268.61
265.71
264.80
266.88
266.18
265.64
266.74
