timeExec, class, mops, benchmark, nNos, nCores
13.32
13.30
13.30
13.33
13.32
13.35
13.32
13.30
13.42
13.39
13.34
13.32
13.31
13.34
13.29
13.32
13.31
13.29
13.31
13.36
