timeExec, class, mops, benchmark, nNos, nCores
54.19
54.32
54.37
54.55
54.74
54.30
54.22
54.35
54.43
54.44
54.64
54.50
54.47
54.44
54.67
54.38
54.35
54.53
54.60
54.45
