timeExec, class, mops, benchmark, nNos, nCores
62.00
61.26
68.11
61.97
60.34
59.21
57.15
59.46
59.11
58.56
62.81
75.09
61.85
64.07
76.60
58.34
61.33
59.52
72.81
72.12
