timeExec, class, mops, benchmark, nNos, nCores
6.17
6.16
6.16
6.16
6.16
6.16
6.15
6.16
6.16
6.15
6.17
6.16
6.16
6.16
6.16
6.18
6.24
6.20
6.16
6.16
