timeExec, class, mops, benchmark, nNos, nCores
73.48
73.49
73.76
73.93
73.36
73.20
73.25
73.39
74.22
73.40
73.71
73.46
73.57
73.31
73.30
73.35
73.67
73.18
73.90
73.64
