timeExec, class, mops, benchmark, nNos, nCores
31.45
31.52
31.69
31.43
31.43
31.62
31.77
31.64
31.58
31.70
31.58
31.48
31.56
31.50
31.65
31.65
31.43
31.57
31.60
31.64
