timeExec, class, mops, benchmark, nNos, nCores
25.05
25.11
25.04
25.07
25.01
25.09
25.07
25.06
25.01
25.02
25.02
25.19
25.04
25.08
25.06
25.03
24.98
25.10
25.09
25.13
