timeExec, class, mops, benchmark, nNos, nCores
91.71
91.74
91.76
91.71
91.68
92.10
91.65
91.83
91.80
91.65
91.86
91.96
91.79
91.82
91.73
91.75
91.64
91.73
91.69
91.70
