timeExec, class, mops, benchmark, nNos, nCores
102.43
102.44
102.35
102.28
102.05
102.54
102.35
102.28
102.45
102.02
102.29
101.99
102.23
102.24
102.44
102.22
102.04
102.37
102.37
102.28
