timeExec, class, mops, benchmark, nNos, nCores
19.88
19.92
19.90
19.97
20.05
19.93
19.97
19.91
19.86
19.90
19.91
19.94
19.87
19.86
19.89
19.95
19.87
20.02
19.92
19.91
