timeExec, class, mops, benchmark, nNos, nCores
22.58
20.02
20.27
19.93
19.97
19.94
19.91
19.90
19.98
19.88
20.06
20.02
19.92
19.99
19.94
19.87
21.15
19.89
19.90
19.90
