timeExec, class, mops, benchmark, nNos, nCores
31.78
31.63
31.58
31.75
31.81
31.73
31.71
31.64
31.64
31.83
31.74
31.61
31.50
31.45
31.63
31.57
31.65
31.51
31.63
31.67
