timeExec, class, mops, benchmark, nNos, nCores
102.56
102.34
102.44
102.44
102.50
102.32
102.39
102.23
102.51
102.44
102.71
102.31
101.98
102.26
102.77
102.36
102.45
102.42
102.52
102.39
