timeExec, class, mops, benchmark, nNos, nCores
0.98
1.26
0.99
0.99
0.99
0.99
0.98
0.98
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
0.99
