timeExec, class, mops, benchmark, nNos, nCores
91.65
91.67
91.62
91.69
91.65
91.63
91.73
91.73
91.92
91.64
91.54
91.65
91.47
91.74
91.67
91.72
91.75
91.71
91.66
91.64
