timeExec, class, mops, benchmark, nNos, nCores
25.08
25.00
25.06
25.02
25.09
25.10
25.05
25.08
25.10
25.04
24.99
25.02
25.06
25.12
25.06
25.12
25.12
25.08
25.15
25.11
