timeExec, class, mops, benchmark, nNos, nCores
3.50
3.50
3.50
3.49
3.50
3.50
3.50
3.49
3.49
3.50
3.49
3.49
3.49
3.49
3.49
3.50
3.50
3.49
3.49
3.50
