timeExec, class, mops, benchmark, nNos, nCores
304.59
304.66
304.29
304.65
304.38
302.14
301.11
301.47
301.71
301.61
301.27
301.41
302.99
302.90
302.87
302.00
321.18
342.73
304.87
302.91
