timeExec, class, mops, benchmark, nNos, nCores
337.21
336.11
336.63
337.72
337.40
337.87
337.63
339.03
338.66
340.13
339.47
339.75
339.27
339.36
339.26
337.44
338.71
339.13
339.06
339.05
