timeExec, class, mops, benchmark, nNos, nCores
138.95
135.70
136.69
135.86
136.13
135.94
136.65
136.74
136.61
136.54
136.55
136.24
136.02
136.32
139.40
139.43
139.44
137.66
136.03
135.97
