timeExec, class, mops, benchmark, nNos, nCores
79.72
79.37
79.64
79.90
79.37
79.37
79.50
79.36
79.63
79.64
79.45
79.31
79.46
79.73
79.54
79.47
79.46
79.66
79.33
79.76
