timeExec, class, mops, benchmark, nNos, nCores
16.25
15.91
15.98
15.92
15.90
15.95
15.89
15.97
15.90
15.98
15.93
15.98
15.90
15.95
16.00
15.89
16.01
15.96
15.90
15.97
