timeExec, class, mops, benchmark, nNos, nCores
264.30
263.87
263.82
264.54
264.28
267.85
263.19
264.64
263.79
263.44
263.08
264.15
263.11
265.21
263.20
263.21
263.88
263.08
264.44
263.18
