timeExec, class, mops, benchmark, nNos, nCores
11.98
11.96
11.94
12.00
11.98
11.96
11.98
12.00
11.98
12.00
11.97
11.95
12.01
11.99
11.98
12.03
11.98
12.01
12.01
11.96
