timeExec, class, mops, benchmark, nNos, nCores
78.95
79.14
79.61
78.97
79.18
79.63
79.15
79.16
79.31
79.05
79.10
79.11
79.05
79.14
79.10
79.54
79.19
79.20
79.06
79.12
