timeExec, class, mops, benchmark, nNos, nCores
337.01
337.10
338.13
336.64
336.78
336.91
336.54
336.98
336.71
335.24
338.09
335.04
336.15
338.05
335.08
334.32
336.86
336.79
335.01
337.21
