timeExec, class, mops, benchmark, nNos, nCores
2.98
3.01
3.01
3.03
3.03
2.98
2.98
3.01
3.01
3.01
3.02
3.02
3.01
3.03
3.01
2.98
2.98
3.03
2.98
2.98
