timeExec, class, mops, benchmark, nNos, nCores
134.74
139.79
134.74
140.83
139.82
134.73
140.82
137.09
134.76
137.07
137.44
137.08
134.73
134.76
134.04
134.77
140.83
134.74
140.81
140.77
