timeExec, class, mops, benchmark, nNos, nCores
91.83
91.81
91.91
91.80
91.99
91.71
92.04
91.89
91.80
91.93
92.01
92.21
91.82
91.71
91.75
91.82
91.99
92.16
92.00
91.99
